quote,author
"My Dearest <NAME>, <NAME> is the thing I ask now","Ramayana Roxas,"
"My Beloved <NAME>, I don’t want to be happy for you but I am. <NAME> for all the years I heard I was too much, you heard that you weren’t enough.","Ramayana Roxas,"
"Dearest <NAME>, <NAME> don’t have to be better for the one. <NAME> don’t have to be better when you’re the one.","Ramayana Roxas,"
"Dearest <NAME>, Forgetting you is like running away in a circle, each step away is another step towards.",Ramayana Roxas
"My Love, <NAME>, Our hearts will somehow heal","Ramayana Roxas,"
"To the One I Cherish, <NAME>, <NAME> trust, no fall, thus no hurt","Ramayana Roxas,"
"My Love, <NAME>, <NAME> foggy futures","Ramayana Roxas,"
"My Dearest <NAME>, <NAME> wake up, my dear darling","Ramayana Roxas,"
"My Dearest <NAME>, <NAME> being here has exposed all the deficiencies I covered in pride, all the wounds screaming for relief, all the lack I’d learned to live without. <NAME> now I am with… I have.","Ramayana Roxas,"
"My Dearest <NAME>, To love someone just the way they are is to love them as if they were dead.","Syed Buali Gillani ,"
"To the One I Cherish, <NAME>, <NAME> you know how much I love you, <NAME> <NAME> whispers softly. ""<NAME> I don't know. <NAME> love for you is endless. <NAME> and endless, like the sea.","Axie Oh,"
"My Love, <NAME>, When I approached <NAME> in the <NAME> of <NAME> an immediate connection overcame me—a stirring in the very fabric of my gut, the sinews around my heart stretching to try and hold it from bursting.","Morgan Rush,"
"Dearest <NAME>, too many girls fail to remember one vital truth: we deserve someone who gives us one hundred percent. <NAME> effort isn’t love. If a man isn’t all in, then we need to be all out.","Elle Kennedy,"
"My Dearest <NAME>, <NAME> a life without love isn’t a life worth living. <NAME> you don’t get to choose whether or not you love someone. If only. <NAME> much easier would life be if we could just make that choice? <NAME> it doesn’t listen to reason.","Catharina Maura,"
"My Beloved <NAME>, <NAME> word she said was a little genuine piece of her. I wanted to collect them all.","Danielle Lori,"
"My Beloved <NAME>, A broken heart tends to not want to venture out into love again.","Meghan Quinn,"
"My Beloved <NAME>, <NAME> one, single individual should ever be responsible for someone else’s happiness. <NAME> happiness is all dependent on you, no one else. <NAME> with someone is not going to bring me happiness. <NAME> if it’s the right person.","Meghan Quinn,"
"To the One I Cherish, <NAME>, there are only a few people in this lifetime that you can have a special connection with—don’t waste it because you’re nervous about what your friend might think. <NAME> where it goes, then broach the subject later with her if . . . let’s say this connection goes any further than tonight.","Meghan Quinn,"
"My Dearest <NAME>, <NAME> he won’t have to try to not sleep with anyone else . . . he will love me so much that the thought of sleeping with another would turn his stomach. <NAME> that’s what love is. Putting another person above all else. <NAME> yourself over","T.L. Swan,"
"My Beloved <NAME>, <NAME> he won’t have to try to not sleep with anyone else . . . he will love me so much that the thought of sleeping with another would turn his stomach. <NAME> that’s what love is. Putting another person above all else. <NAME> yourself over to them completely. <NAME> your heart with the woman you love.","T.L. Swan,"
"My Beloved <NAME>, But one day, you will have to give control over to someone. <NAME> only decision you have to make now is . . . Is this particular girl going to be the one you trust with your heart, or is she going to be the one who got away?","T.L. Swan,"
"My Beloved <NAME>, I could see the pride in his eyes, directed solely at me, and for some reason it felt like I'd been waiting to see that look for my entire life","Lily Mayne,"
"My Dearest <NAME>, <NAME> of you is the best reason I know.","Serena Bell,"
"My Dearest <NAME>, <NAME> are my greatest weakness—not my true name, or my compulsion I can be put under. But you are the one I gladly carry",Lily Mayne
"My Beloved <NAME>, <NAME> pain and grief sought, accepted, endured.","Robert Galbraith,"
"My Dearest <NAME>, ↑ top","Alice Kellen,"
"To the One I Cherish, <NAME>, As leaders, sometimes we have to be willing to be temporarily disliked in order to be permanently loved.",Hendrith Vanlon Smith  Jr
"My Dearest <NAME>, <NAME> feeling just before my eyes feast on yours",Hadinet Tekie
"To the One I Cherish, <NAME>, We die by loving something that the world created.",Laura Chouette
"My Love, <NAME>, <NAME> souls have an uncanny way of finding each other. <NAME> have built-in homing beacons that light up whenever they come close to another soul whose wavelength closely matches their own. <NAME> act of coming too close will inadvertently sear them together.","Elice Nange,"
"Dearest <NAME>, <NAME> make their own moral universe",Woody Allen
"My Dearest <NAME>, But that's how it always is, isn't it? <NAME> becoming important doesn't happen all at once. <NAME> seep in. It's nature. It always takes a small seed to grow something profound.","Jeanine Bennedict,"
"My Love, <NAME>, A fantasy so fragile that all I taste is air when we kiss.",Hadinet Tekie
"My Dearest <NAME>, I wanted her to keep me forever.","Ella Maise,"
"My Love, <NAME>, Force <NAME> <NAME> place where you are safe. <NAME> are loved. <NAME> are free!","K. U. Grudowski,"
"My Beloved <NAME>, If <NAME> were to decide it wanted to take my immortal life right now, I would sell my soul for one more minute of this. I'd go to hell for just a few more seconds of heaven","Rylee Hale,"
"My Dearest <NAME>, <NAME> is beautiful inside a kind of world made out of constant",Laura Chouette
"Dearest <NAME>, <NAME> head was a stage wrapped in a curtain of black velvet, and on the stage stood a single actress, named <NAME>.","Jun'ichirō Tanizaki,"
"My Beloved <NAME>, <NAME> was everything I had ever wanted to be and so much more. What with her sparkly eyes and animated, gesticulated hands, her beautiful blonde hair cascading down gracefully like silk and her eyes so electric and cheeks the colour of rose. <NAME> and vibrant though she was in her innate talent at being able to hold a conversation with anyone, she loved and prized being alone paramount to being besieged.","Aliza S.,"
"My Beloved <NAME>, <NAME> gravitational pull of love has a sense of urgency that cannot be rebuffed.","Rita A. Gordon,"
"My Dearest <NAME>, I have to believe he'll keep making it better, and that, even if he stopped, I'd still be okay.","Ellie K. Wilde,"
"To the One I Cherish, <NAME>, Who’s gonna put that smile on your face when you’re not with me anymore?","Santino Hassell,"
"Dearest <NAME>, <NAME> To <NAME> A <NAME>?",Frank D. Prestia
"To the One I Cherish, <NAME>, People want to love. It's more important to them than being loved.","Lena Andersson,"
"My Love, <NAME>, <NAME> is in the action. <NAME> the words, not the promises; love is in the action.","Allene vanOirschot,"
"My Dearest <NAME>, A father's greatest gift to his children is choosing to love their mother during the worst of times, not just the best.","Allene vanOirschot,"
"To the One I Cherish, <NAME>, I have fallen so hard and so completely, and I promise with every ounce of strength in this body that I’ll never—never let you go."" - <NAME> H. <NAME>ilton","Asiah Bosier,"
"My Beloved <NAME>, <NAME> truly are the sun — <NAME> I'll never look away from the emittance of your brilliant rays."" - <NAME> <NAME>","Asiah Bosier,"
"My Beloved <NAME>, It survives if true to itself. It lingers if real. It hopes if there is no hope. It lives beyond death.",Hadinet Tekie
"My Beloved <NAME>, What is your heart's combination?",Hadinet Tekie
"My Love, <NAME>, When I see you, I'll know.",Hadinet Tekie
"My Dearest <NAME>, I will not settle for a diluted version of love.",Hadinet Tekie
"Dearest <NAME>, When you say my name I hear what love is supposed to sound like.",Hadinet Tekie
"Dearest <NAME>, I Am <NAME> To <NAME> <NAME> <NAME> Is <NAME> To <NAME> <NAME>x.",P.S. Jagadeesh Kumar
"My Beloved <NAME>, We die daily by trying to love something that the world created.",Laura Chouette
"My Love, <NAME>, I hate that phrase, perfect for each other, People aren't perfect for each other. <NAME> messy and rough-edged, they make things more complicated for each other. <NAME> and I are..."" I take a deep breath. ""We're best friends. <NAME> we were. I thought maybe we were soul mates. <NAME> then when it turned out that we... We weren't perfect for each other, but we were definitely good for each other.","Serena Bell,"
"My Love, <NAME>, <NAME> people were only meant to be a part of one aspect of your journey. If you can't take them with you into the next phase of your life, then it's ok. <NAME> have served their purpose.","Keisha Blair,"
"My Dearest <NAME>, <NAME> while I was with them, I was so sure it was love. But my pawpaw used to say that it's not love if it doesn't hurt when it ends","Jeanine Bennedict,"
"To the One I Cherish, <NAME>, <NAME> magical happens when two soulful people meet.",Avijeet Das
"My Dearest <NAME>, <NAME> are not alone. <NAME> is preparing a kheer pudding kind of a relationship, you will look at your future boy friend's eyes and he knows what you need with out saying a word.",Naga Uma Veguru
"My Love, <NAME>, <NAME> let your imperfections define you, for you are perfectly loved by <NAME>.","Allene vanOirschot,"
"Dearest <NAME>, <NAME> season",Bhuwan Thapaliya
"My Dearest <NAME>, Why does this word come on your tongue? without thinking about it. If you are calling your partner ""babe,"" then you are treating your relationship by following social trends, not your heart.","Mohammed Zaki Ansari,"
"My Beloved <NAME>, <NAME> is a huge difference between BEAUTIFUL HUMAN & DECORATIVE PIECE","Mohammed Zaki Ansari,"
"My Dearest <NAME>, Wear love and you will shine","Mohammed Zaki Ansari,"
"To the One I Cherish, <NAME>, <NAME> first thing I need in the morning it's you, because as I wake up I need to feed my hungry soul","Mohammed Zaki Ansari,"
"My Beloved <NAME>, silence kills more relations than fight","Mohammed Zaki Ansari,"
"My Love, <NAME>, AN INCOMPLETE PORTRAIT OF OUR LOVE","Mohammed Zaki Ansari,"
"To the One I Cherish, <NAME>, <NAME> this world of hatred, <NAME> is love.",Chris Chacko
"My Love, <NAME>, <NAME> are a delight in the throes of passion, did you know that? I could watch you all day.","Sarah Honey,"
