quote,author
"“It was frightening. Frightening, how goof this felt. How easy it would be to never stop. To let time stretch and unbend, forget about everything else, and simply stay in this moment forever.”",Ali Hazelwood
"“We know how this ends for both of us, but I don't wanna look back on any moment thinking we straight wasted it.”","Adam Silvera,"
"“She had to laugh then, and he laughed because she did.”","Sally Rooney,"
"“Multiple times he has tried writing his thoughts about Marianne down on paper in an effort to make sense of them. He's moved by a desire to describe in words exactly how she looks and speaks. Her hair and clothing. The copy of Swann's Way she reads at lunchtime in the school cafeteria, with a dark French painting on the cover and a mint-colored spine. Her long fingers turning the pages.”","Sally Rooney,"
"“If you think you are too far gone for God, then you don't understand how far His love goes.”","Allene vanOirschot,"
"“अगर मैंने तुम्हें मुआफ़ कर दिया, तो मैं तुम्हें भूल जाऊँगा।”","Tripurari Kumar Sharma,"
"“I love you, man. I want you to know that. Straight up, no bullshit. I love you. I’m just fucking crazy in love with you. Smack dab, wham, bam, thank you ma’am, fucking so in love with you. You know that, right?”","Nick Wilgus,"
“All I know is that my life started to make sense when I met you.”,"Miranda Bueno,"
“When you are in pain and don’t know what to do - I highly recommend having some pancakes”,Guru Z.S. Gill
“Your proof of love is measured by your tireless contribution to the priorities of the one you claim you love.”,Gabriel Ladokun
"“¿De dónde vienen los celos, sino de la inseguridad de pensar que te perderé por su culpa? Pero las cosas no funcionan así , y tanto de la cantidad de gente que lo crea. Tú no eres un objeto que ha de ser conquistado y conservado, y el amor no es un recurso escaso por el que haya que pelearse. El amor puede ser infinito, tanto como sea capaz de abrirse tu corazón.”","Xiran Jay Zhao,"
“Kindness can save.,"Gillian Duce,"
"“The world says you will never be enough, but God calls you by your name. ”","Allene vanOirschot,"
“When someone has gifted you with one act of love,"Mya Robarts,"
"“When someone has gifted you with one act of love after another, it’s only fair to ignore their bad moods and concentrate","Mya Robarts,"
"“Love is a wild, complex feeling that can’t be tamed using the whip of what is right and what is not.”","Mya Robarts,"
"“I know. They never let you be famous and happy"" He lifted an eyebrow. ""I'll tell you a secret.""","Madeline Miller,"
"“Although she didn't know it at the time, she was already so deeply in love, there was no way out again”","Alex Michaelides,"
“I spent a lot of time in the past year trying to work out the trick of writing a true story about love.,Jeanette LeBlanc
"“Lovers are the best and worst kind of thieves, you know.",Jeanette LeBlanc
“Too much love for someone gives you too much pain too.”,Garima Soni - words world
"“It is said that there are only three things you need to be truly happy in this world: the people you love, the things you do, and the things you hope for. What if that something you do is to hope for the happiness of the person you love?”",Rifa Coolheart
"“Tell you what? Never love someone expecting them to return your love. That doesn't happen in reality. Love is innocent and pristine; it just happens; you cannot choose whom to love. It doesn't matter if they don't love you; nonetheless, you must at least express your feelings to them in order for both of you to be happy.”",Rifa Coolheart
"“The man of your dreams is not somebody who is handsome, talkative, attractive in words, free spirited. He is somebody who does not utter a word that he loves you. He loves you silently. He takes care of you, protects you, caresses you. He nurtures you. He treats you like a woman.”",Naga Uma Veguru
"“The truest form of beauty lies within us, emanating from the depths of our souls and shining through our eyes. It is not something that can be purchased or attained through physical means, but rather it is a reflection of how we feel on the inside. When we are happy, content, and at peace with ourselves, that inner beauty radiates outwards, illuminating our entire being. It is a beacon of light, drawing others in and making them feel the same sense of warmth and joy. It is in these moments that we truly radiate beauty, and we become a shining example for others to follow.”",Yahia El Haroui
"“I'm in love with her determination and her commitment, her soft side, the way she manages to tell me exactly how she's feeling and why, no matter how uncomfortable it might make her at first.","Hannah  Grace,"
"“Some people are ridiculous, especially when it comes to love.”","Holly Black,"
“My only mistake,Laura Chouette
“There’s a beauty to falling. A jump. A rush. A breeze. You could be falling to your death if the ground below comes too quickly. But it’s exhilarating—the fall. So we chase it.,"Sarah Darlington,"
“My end is a curve of infinite love - a way of suffering while feeling deeply loved.”,Laura Chouette
"“The entire world is breakable, you only feel that once you fall in love with something in it.”",Laura Chouette
"“He loves me , he loves me not , we are taught to say , as we tear the flower away from its flowerness. To arrive at love , then, is to arrive through obliteration. Eviscerate me , we mean to say , and ill tell you the truth.”","Ocean Vuong,"
"“Your soulmate never makes you chase them; they might challenge your idleness and lack of initiative, but they never play games with you. You never really count who contributes more in a soulmate relationship. The giving process happens naturally and intuitively, balanced on both sides.This creates abundance and there is never any scarcity in the relationship.","R.P. Heaven,"
“I'm like a butterfly that you held on to too tight,"Sharnice Miles,"
“I'm like a butterfly that you held on to too tight,"Sharnice Miles,"
"“You are the one who does the denying, love. Not me. There is nothing I would deny you. Nothing I wouldn't give you.”","Ellie Owen,"
"“To spend a day inside her mind and roam throughout the fields, practice rooms, and ball pits of her imagination would be one of my exclusive Genie wishes.”","B.A. McRae,"
"“I spun in circles, jumped on furniture, and tried not to raise my voice too much but added a lot of silly voices and emphasis. All for the woman I love, to see that glistening smile, those darling dimples that best me every time.”","B.A. McRae,"
“Cinta tidak boleh berhenti pada satu orang.”,"Eki Saputra,"
"“Look up to the sky my love ,",Ofer Cohen
"“With ego and supremacy, we are nothing. With love and forgiveness, we are the entire universe.”",Hiral Nagda
"“In Love, I Don't Prefer Affairs And In Hate, I Don't Prefer Relationships.”",P.S. Jagadeesh Kumar
“Love doesn't sit in a bank account; relationships are life's true wealth.”,"Allene vanOirschot,"
"“Be thankful for the little things that bring joy, hope and love.”",Surajit Roy
"“Love all, trust few, harm none. Live life to its fullest with kindness & respect.”","Surajit Roy,"
"“Loving teaches us to appreciate, accept & show care. It's a powerful tool to learn & grow.”",Surajit Roy
“Love is friendship that burns brightly with passion and devotion.”,Surajit Roy
"“This life is futile, what really counts is to love you show to others and the happiness you share together.”",Ojingiri Hannah
“The love you show to others have a way of coming back to you.”,Ojingiri Hannah
"“Lot of people think that their partner change after sex or making love. But most of the time and the reality is .It is them who have changed first. After sex, they gain some type of entitlement. They develop You owe me attitude, or you need to love me more attitude. That attitude and behavior is the one that is pushing their partners away.  Not because they already got some from them. It is how they are talking, behaving, and treating their partner after lovemaking. Some are not that they have changed. It is just after sex you are monitoring them, and you start to see things that you didn’t notice before because you were not paying attention from the start. ”",De philosopher DJ Kyos
